id,institucion_id,domicilio_id,tipo_inmueble_id,correo1,correo2,correo3,clave_centro_trabajo,telefono1,telefono2,telefono3,pagina_web,redes_sociales,especificaciones,dimensiones,created_at,updated_at,deleted_at
74,44,131,1,academia@notariosjalisco.com.mx,formacion@notariosjalisco.com.mx,colegio@notariosjalisco.com.mx,NULL,33-38-82-10-80,33-35-15-30-10,NULL,http://notariosjalisco.com.mx/, NULL,NULL,1753,2019/12/04 16:06,2019/12/12 16:10,
75,41,133,1,gilponcetala@gmail.com,tecyprofesionistasedu.virtual@gmail.com,opg2611@gmail.com,14PSU0418K,3310386754,3861128903,3326379114,http://www.cevvi.com.mx/, Facebook: Centro Educativo Valles Virtual; Instagram: Centro Educativo Valles Virtual,Es una finca ubicada casi en la esquina de la Carretera Etzatlán-Magdalena. Por el lado izquierdo está el Jardín de niños; enfrente la escuela primaria y a la derecha una casa. ,445,2019/12/05 15:31,2023/03/08 11:55,
76,45,727,2,juanjtamayo@colegiogastronomico.com,coordinacionacademica@colegiogastronomico.com,control.escolar@colegiogastronomico.com,14PSU0129T,33 36 0795,33 3630 0794,NULL,http://www.colegiogastronomico.com/, https://www.facebook.com/ColegioGastronomicoInternacional/,NULL,800, 2019/12/10 11:09,2023/07/31 12:45,
77,47,137,2,ohernandez@telexmart.com,ghernandez@telexmart.com,NULL,14PSU0411R,3322828262,NULL,NULL,https://www.cmsvirtual.mx,NULL,NULL,169,2019/12/17 10:18,2021/10/12 10:08,
78,48,142,4,lagos.licenciaturas.celeg@gmail.com,celeg_lagos@hotmail.com,celeg.licenciaturas2012@gmail.com,14PSU0287I,47-44-03-23-13,474-74-2-14-61,NULL,www.leandroguerravirtual.com.mx, https://www.facebook.com/celeg.lagos; ,Sobre la calle Miguel Leandro Guerra al lado izquierdo de la Parroquia de la Asunción; casi en contra esquina del jardín de Los Constituyentes; es un edificio de tres pisos; en el primero hay un banco y varios comercios; la puerta de entrada a la escuela es color crema y tiene ventanas en color negro y crema; la fachada es de cantera rosa; se llega a través de transporte público y privado.,NULL,2019/12/17 17:12,2023/04/17 13:32,
79,49,148,2,tepa.licenciaturas.ceao@gmail.com,tepa_yesus@hotmail.com,tepa.licenciaturas.ceao@gmail.com,14PSU0416M,378 781 3492,378 109 1957,378 109 1957,http://www.ceunogdl.com.mx,Facebook: ceao tepatitlan,"Cómo llegar:
1.- A una cuadra del templo de San Antonio.
2.- A cuatro cuadras del H. Ayuntamiento de Tepatitlán de Morelos con dirección centro de la ciudad.
3.- A tres cuadras de la estación final de las rutas de transporte 01 y 02 con dirección del centro de la ciudad. 
4.- Color de fachada perla con distintivos color tinto y portón gris.
",997.96,2019/12/29 17:09,2023/01/06 16:46,
80,7,149,2,uniazteca@hotmail.com,charlylopez7684@gmail.com,NULL,14PSU0340N,(33) 3658-3886,NULL,NULL,https://cuazteca.edu.mx/new/,NULL ,NULL,502.11,2020/01/02 09:37,2023/05/03 13:55,
81,50,417,2,licenciaturasui@gmail.com,rosy.escobedo.gonzalez@gmail.com,adolfo.magana@ui.com.mx,14PSU0347G,33-13-93-34-15,33-13-93-34-12,33-38-25-02-22,NULL,NULL,NULL,1260,2020/01/08 12:20,2021/09/14 15:09,2021/09/29 12:00
82,51,152,2,controlescolar@itec.edu.mx,direccion@itec.edu.mx,contacto@itec.edu.mx,14PSU0211T,33-44-44-21-89,33-20-21-71-04,33-32-80-08-05,https://www.itec.edu.mx/, https://www.facebook.com/itecmx; https://twitter.com/iTECUniversidad; https://www.instagram.com/itec_universidad/,Edificio de 3 pisos; color blanco. ,226,2020/01/08 13:38,2023/07/13 14:21,
83,32,154,2,memo2809@hotmail.com,eddl_1369@hotmail.com,adriandelpozo@hotmail.com,NULL,33585115,12002987,NULL,NULL,NULL,NULL,320,2020/01/10 10:23,2020/01/15 11:06,2021/09/30 22:19
84,32,155,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020/01/10 10:23,1900/01/01 00:00,2020/01/10 10:31
85,52,158,4,coordinacionacademica@idej.edu.mx,contacto@idej.edu.mx,NULL,14PSU0166X,3338232535,3338544315,3312469288,https://idej.edu.mx/, IDEJ Instituto de Altos Estudios Jurídicos de Jalisco; @idejguadalajara; @idejgdl,NULL,NULL,2020/01/13 14:11,2020/01/14 18:54,
86,53,159,2,c.general.gdl@cmuch.edu.mx,asistentecdguadalajara@cmuch.edu.mx,V.investigacion@cmuch.edu.mx,NULL,3323059800,3323059799,3330145196,https://www.cmuch.edu.mx/, Facebook: CMUCH; Instagram: CMUCH_Oficial,"Edificio color gris claro con tonos grises oscuros. Justo en la esquina de Calle Orión y Virgen.
Enfrente se encuentra el colegio Cambridge.",575,2020/01/13 17:14,2020/12/11 12:52,
87,54,160,2,edgarpalomaress@gmail.com,ipced.gdl@gmail.com,edgar@ipced.mx,NULL,3338254376,3335070666,3322212121,https://www.ipced.mx/, Facebook: https://es-la.facebook.com/InstitutoIPCED/,"El plantel se encuentra localizado sobre la calle Independencia; No. 1063; entre la Avenida Enrique Diaz de Leon y la Calle Frias. en la colonia Americana; Municipio de Guadalajara; Jalisco
Casa color durazno; dos plantas;  en la planta baja se encuentra ubicadas 2 aulas de clases; dirección; control escolar/área de computo y  2 sanitarios para mujeres.
En planta alta se ubican 4 salones y la biblioteca; así como 2 baños para hombres.
Cuenta con cochera para dos vehículos.
No se venden alimentos dentro de la Institución.",NULL, 2020/01/14 10:24,2021/12/30 17:10,
88,55,249,4,director.guadalajara@cleu.edu.mx,subdirector.guadalajara@cleu.edu.mx,posgrado.guadalajara@cleu.edu.mx,14PSU0122Z,3.34E+12,36137027,NULL,https://www.cleu.edu.mx/Campus/CampusGuadalajara/?edu=Licienciaturas, Facebook:  Cleu Guadalajara; Instagram: Cleu Guadalajara,NULL,NULL,2020/01/14 15:55,2023/06/06 14:32,
89,56,166,1,enriquenn@gmail.com,agracia@unisan.edu.mx,jandrade@unisan.edu.mx,14PSU0279Z,(33)-38-12-54-15,(33)-36-47-32-17,(33)-36-47-3217,https://unisant.edu.mx/, NULL,NULL,6972,2020/01/15 11:03,2023/09/11 17:52,
90,57,168,2,presidencia@cicej.mx,generencia@cicej.mx,direccioncap@outlook.es,NULL,33 3826 3341,NULL,NULL,https://cicej.net/index.html, Facebook: Colegio de Ingenieros Civiles del Estado de Jalisco A.C. - CICEJ; Twitter: @cicej; Instagram: @cicej_,NULL,3000,2020/01/15 13:15,2020/01/16 10:26,
91,58,278,2,coord.posgrados@unives.mx,dcastellanos@unives.mx,ros.estrada@unives.mx,14PSU0044M,3336161540,3336161544,NULL,http://www.unives.mx, https://es-la.facebook.com/UnivesEnLinea/; https://www.instagram.com/univesenlinea/; https://www.youtube.com/channel/UC--geUDbi8ZE5Hn1O4NKJBA,"La Universidad se encuentra ubicada entre las calles de Arboledas y Tonantzin; muy cerca de los arcos del Milenio.

La institución cuenta con una ubicación privilegiada ya que se puede acceder a la misma por las vías rápidas: Calzada Lázaro Cárdenas de oriente a poniente; Av. López Mateos así como Mariano Otero de Norte Sur utilizando los medios de transportes tradicionales y en su caso el servicio del tren ligero y el macrobús trasbordando en Lázaro Cárdenas con un desplazamiento estimado de cualquier área de la zona metropolitana de 30 a 40 minutos. El color de la fachada  se encuentra de color blanco con gris. En su exterior aparece el nombre de “UNIVERSIDAD VIRTUAL DE ESTUDIOS SUPERIORES”.",535,2020/01/15 14:17,2023/09/11 11:25,
92,59,173,2,direcciongeneral@cucc.edu.mx,mariozendejas@hotmail.com,fgonzalez@cucc.edu.mx,NULL,3333436666,3338258090,NULL,http://www.cucc.edu.mx, www.facebook.com/utezauniversidad,NULL,250,2020/01/15 18:45,2020/03/20 11:47,
93,60,492,2,omar.amador@cmpnl.mx,juan_francisco@cmpnl.mx,no-reply@cmpnl.mx,14PSU0012U,33 3615 3464,NULL,NULL,http://www.cmpnl.mx, https://www.facebook.com/CMPNL/; https://www.instagram/CMPNL/,"Dirección: Av. Miguel Hidalgo y Costilla 1681; Ladrón de Guevara; Lafayette; 44600 Guadalajara; Jal.
Horario: 
Abierto ⋅ Horario de cierre: 19:00



Teléfono: 33 3615 3464",1200, 2020/01/16 13:42,2022/08/05 13:41,
94,61,176,1,plataformaescolar@iapjalisco.org.mx,ausencio01@yahoo.com.mx,gomezalcantarv@hotmail.com,14PSU0225W,33 3650 0192 ,33 36 50 3492,3336503492,http://www.iapjalisco.org.mx/, www.facebook.com/iapej; www.twitter.com/iapej_oficial,El Instituto se encuentra en el interior del Parque Agua Azul.,NULL,2020/01/16 17:29,2022/12/05 12:06,
95,13,348,2,amartinez@ucienega.edu.mx,lgalindo@ucienega.edu.mx,aangel@ucieenga.edu.mx,14PSU0206H,3336135050,NULL,NULL,http://www.ucienega.edu.mx, Facebook: https://www.facebook.com/UniversidadDeLaCienega/; Instragram:https://www.instagram.com/ucienega/,No aplica,1500,2020/01/21 15:48,2021/11/03 11:13,
96,62,183,2,equinonez@era21.com.mx,equinonez@astergdl.mx,olivares@era21.com.mx,NULL,36-58-08-34,36-79-17-30,NULL,https://www.unisite.mx/,NULL,NULL,15550.138,2020/01/23 16:28,2020/01/29 15:18,
97,63,185,4,torresandradederecho@hotmail.com,licandradesegura@hotmail.com,alma_carbajalv@hotmail.com,14PSU0217N,33-36-13-21-74,331-442-6900,33-13-38-82-95,https://cutorresandrade.com.mx/, Facebook: Universidad Torres Andrade; Instagram: Universidad Torres Andrade,NULL,NULL,2020/01/28 10:28,2020/01/28 15:46,
98,63,187,4,torresandradederecho@hotmail.com,equinonez@astergdl.mx,alma_carbajalv@hotmail.com,14PSU0034F,33-36-13-21-74,331-442-6900,33-13-38-82-95,https://cutorresandrade.com.mx/, Facebook: Universidad Torres Andrade; Instagram: Universidad Torres Andrade,NULL,NULL,2020/01/28 11:18,2020/01/28 15:22,
99,64,188,2,aristeo.mora@jalisco.gob.mx,licenciaturaenartesscj@gmail.com,informeslicenciaturaenartes@gmail.com,14OSU0004M,3331620033,36681641,NULL,https://sc.jalisco.gob.mx/, Facebook Escuela de Artes Jalisco ,El edificio es Patrimonio de la Humanidad ,0,2020/02/04 11:15,2022/06/23 13:47,
100,65,583,1,direccionejecutiva@ccpg.org.mx,controlescolar@ccpg.org.mx,coordinacion@ccpg.org.mx,14PSU0089I,(33)36297445,(33)36297452,(33)36297452 ,http://ccpg.org.mx/contadores/, https://www.facebook.com/CCPGJ; https://twitter.com/CCPGuadalajara; https://www.instagram.com/ccpgj/,Sobre la av. juan palomar y arias dar vuelta a la izquierda sobre Joaquín Fernández de Lizardi ; virar a la izquierda sobre Octavio Paz y al llegar a Oscar Wilde a media cuadra sobre la derecha está el colegio de contadores públicos; un edificio color café claro con ventanales y una jardinera en la parte exterior; con dos estacionamientos a los lados de su edificio y otro en la parte de enfrente,1500,2020/02/07 13:18,2023/04/17 12:09,
101,66,192,3,informes@immae.net,abelardoguzman@mac.com,veronica.gonzalez@immae.net,14PSU0222Z,33-36-41-46-85,33-36-41-73-89,33 2495 2795,http://www.immae.net/, Facebook: @Immae,Casi esquina de Av. Eulogio Parra y Av. Juan Palomar y Arias; 500m al Pte. de Av. Terranova y 800 m. al Ote. de Ruben Darío.  A 500m al sur del ICB de la UAG.,1100,2020/02/11 11:01,2023/05/25 16:40,2023/05/25 16:40
102,13,354,2,amartinez@ucienega.edu.mx,lgalindo@ucienega.edu.mx,NULL,14PSU0262Z,3919212058,3336135050,3336135051,http://www.ucienega.edu.mx, Facebook: https://www.facebook.com/UniversidadDeLaCienega/; Instagram: https://www.instagram.com/ucienega/,No aplica,907, 2020/02/11 15:07,2022/07/19 12:01,
103,13,361,2,amartinez@ucienega.edu.mx,lgalindo@ucienega.edu.mx,NULL,14PSU0130I,3336135050,3336135051,NULL,http://www.ucienega.edu.mx, Facebook: https://www.facebook.com/UniversidadDeLaCienega/; Instagram: https://www.instagram.com/ucienega/,No aplica,1956, 2020/02/11 15:14,2021/10/26 15:37,
104,67,376,2,ceib@alestra.net.mx,terepedrozag@hotmail.com,manuel.ocampo.ponce@hotmail.com,14PSU0176D,33 3615-1815,NULL,NULL,https://ceibmx.com/, NULL ,"El plantel consta de lo siguiente:

3 aulas 
3 sanitarios para hombres 
3 sanitarios para mujeres
Oficina administrativa
Oficina del director
Sanitario para profesores
Sanitario para profesoras
Biblioteca
Centro de cómputo 
Sala de profesores
1 almacén
1 cocineta
",601.64,2020/02/17 11:42,2021/08/09 12:59,
105,68,198,4,italia.figueroa@gmail.com,lgpfblumen@gmail.com,infoimexat@gmail.com,NULL,31-46-33-97,36-42-86-96,NULL,https://imexat.com/, Facebook- @Instituto Mexicano de Análisis Tributario,NULL,NULL,2020/02/20 12:40,2020/02/20 12:49,
106,18,200,1,dsescolares@edu.uag.mx,jcsimon@hotmail.com,anabety_14@hotmail.com,14PSU0350U ,3336100249,3313435819,3310715741,http://www.uag.mx/, Facebook: uag.mx; TwItter: uag_oficial; Instagram: uag_oficial,La entrada está sobre av. Universidad; enfrente se encuentra el condominio Puerta Aqua. ,47472452,2020/02/25 15:54,2022/12/16 13:15,
107,70,201,3,controlescolar@institutodembanuelos.edu.mx,dra.monica@institutodembanuelos.edu.mx,dreugeniorazo@institutodembanuelos.edu.mx,14PSU0354Q,36151526,12025122,36158146,http://www.institutodembanuelos.edu.mx, Facebook: Instituto Banuelos,NULL,1,2020/03/06 16:04,2023/06/13 14:44,
108,71,203,4,antonio@cesalud.mx,controlescolar@cesalud.mx,elvirapergo@hotmail.com,14PSU0415N,36-16-00-81,33-18-63-30-92,33-22168885,https://cesalud.mx, Facebook: cesmexico; Instagram: cesmexico,NULL,NULL,2020/03/10 14:53,2023/06/22 14:44,
109,72,205,2,direccion@cantares.com.mx,direccion@cantares.edu.mx,cantaresrp@cantares.com.mx,14PSU0356O,33-33-67-20-19,33-36-15-92-43,3339567204,https://cantares.com.mx/site/, Facebook: @CantaresAcademiasdeMusicayCanto; Instagram: Cantaresacademias; Twitter: @cantaresmyc; Youtube: Cantares Academias,Ubicado en la esquina; dos plantas; pintado con un mural alusivo a la música en la pared lateral sobre Francisco Frejes; y letrero de Cantares Universidad.,242,2020/03/11 11:03,2022/05/09 12:15,
110,73,207,2,academicounc@yahoo.com,escolar@somosunc.com,berthadeanda3@hotmail.com,14PSU0427S,378 781 4161,13787823187,NULL,https://www.somos.unc.com,NULL,N/A,1520,2020/03/12 15:58,2023/08/19 12:38,
111,74,209,1,directorgeneral@imedental.com,controlescolar@imedental.com,coordinacionclinica@imedental.com,14PSU0380O,33 2471 0553,33 2471 0554,NULL,http://imedental.com/, Facbeook: @IMEDacademia,NULL,NULL,2020/03/13 10:25,2020/06/25 11:31,
112,49,213,2,ceunopedromoreno633@gmail.com,miguelrodrigocruz@gmail.com,NULL,14PSU0382M,33 3613 3721,33 3614 0614,NULL,http://www.ceunovirtual.com.mx/, pagina de Facebook Ceuno,#�NOMBRE?,1145,2020/03/16 10:53,2020/11/17 10:38,
113,76,214,2,control.escolar@edithmartin.com.mx,info@edithmartin.com.mx,claudialp73@hotmail.com,14PSU0186K,33-38-25-55-25,33-38-25-70-76,NULL,https://edithmartin.com.mx/, Facebook: CSM Edith Martin; Instagram: csm.edith.martin,Instalaciones ocupando el mezannine y planta baja del edificio,540,2020/03/17 10:41,2021/10/06 13:55,
114,75,723,2,roberto@uteg.edu.mx,rquintero@uteg.edu.mx,revoe@uteg.edu.mx,14PSU0168V,33 1078 8000 ext. 138,3320553262,NULL,https://www.uteg.edu.mx/, Facebook: https://www.facebook.com/UtegOficial; Instagram: https://www.instagram.com/utegoficial/?hl=es; Tik tok: https://www.tiktok.com/@utegoficial?lang=es; LinkedIN: https://mx.linkedin.com/company/centro-universitario-uteg,NULL,29030.65,2020/03/17 12:18,2023/08/14 12:51,
115,79,218,2,esmeralda.correa@academico.udg.mx,esme.correa@gmail.com,esme.aecc@gmail.com,14MSU0321B,33-12-97-65-30,31-11-66-08-87,NULL,https://www.ciies.edu.mx, Facebook:CIIES,Instalaciones con biblioteca; salón de cómputo; 3 aulas; baños para estudiantes y baños para trabajadores. Cuenta con área verde dentro del instituto.,175,2020/03/20 10:22,2022/03/13 10:36,
116,80,693,2,amuro@solfeggio528.com,NULL,NULL,CT14PSU0278A,33313659,3310704237,NULL,https://www.solfeggio528.com/, https://www.facebook.com/528solfeggio/; @solfeggio528,NULL,NULL,2020/05/28 10:25,2023/07/26 10:52,
117,81,224,4,cres_estipac@hotmail.com,madredoloresmp@gmail.com,relacionespublicas@cresestipac.edu.mx,NULL,377 77 402 57,377 77 402 85,377 77 410 10,NULL,NULL,NULL,30400,2020/05/28 11:11,2020/06/08 19:22,
118,75,227,1,joseroque@uteg.edu.mx,sara.juarez@uteg.edu.mx,revoe@uteg.edu.mx,14PSU0293T ,(33) 38-98-87-00,NULL,NULL,https://www.uteg.edu.mx/ ,NULL ,NULL,5000,2020/05/29 13:25,2022/12/02 17:04,
119,86,229,2,uniazteca@hotmail.com,cuaazteca@hotmail.com,pedagogia_laura@hotmail.com,NULL,3614-47-28,3658-38-86,NULL,https://cuazteca.edu.mx/new/ ,NULL ,NULL,NULL,2020/06/19 13:12,2023/04/28 12:32,
120,82,230,1,jefatura.cescolar@umg.edu.mx,NULL,desarrollo.academico@umg.edu.mx,14PSU0094U,33 35 40 39 00,33 35 40 39 39,NULL,http://www.umg.edu.mx ,NULL ,NULL,73000,2020/06/19 13:50,2023/05/24 11:40,
121,83,231,1,mrodriguezt@lamar.edu.mx,larah@lamar.edu.mx,blopezc@lamar.edu.mx,NULL,31223592,NULL,NULL,https://lamar.mx/, ,NULL,NULL,2020/06/23 10:32,2020/07/29 15:12,
122,84,233,2,perezromero@uniso.edu.mx,direccionacademica@uniso.edu.mx,admonescolar@uniso.edu.mx,14PSU0181P,3338275445,3338275446,3338275446,https://www.uniso.edu.mx/, https://www.facebook.com/UNISOXXI/; https://twitter.com/UniversidadSXXI; https://www.instagram.com/unisocomunidad/,Casa con fachada de piedra negra y cancel gris; con un balcón al frente en planta alta. ,667,2020/06/23 12:22,2023/09/15 14:48,
123,85,234,4,charlylopez7684@gmail.com,uniazteca@hotmail.com,NULL,NULL,336583886,3310256765,NULL,https://cuazteca.edu.mx, NULL ,NULL,NULL,2020/06/24 11:11,2023/07/12 15:14,
124,87,330,2,osejetica@hotmail.com,correduria3correduria3@gmail.com,mary.mendez@gmail.com,14PSU0290W,(33) 38170388,(33) 17350186,NULL,https://colegio-de-bioetica-y-terapia-de-jalisco-a-c.ueniweb.com/?utm_campaign=gmb, NULL ,Fachada Blanca; a un lado de Fojal,219.2,2020/07/14 10:47,2021/09/29 22:24,
125,90,240,4,ABITIA@FECIAR.ORG,CONTROLESCOLAR@FECIAR.ORG,NULL,14PSU0392T,3315275018,NULL,NULL,NULL,NULL,NULL,NULL,2020/07/22 15:29,1900/01/01 00:00,2020/07/22 15:31
126,36,241,4,udp.enlace@gmail.com,azjemm@gmail.com,NULL,14PSU0387H,3327121102,3327121103,NULL,https://www.miudp.com/, FB: Universidad del Pacifico,NULL,NULL,2020/07/24 13:11,1900/01/01 00:00,2020/07/24 13:15
127,92,245,1,posgrado@alinnco.mx,contacto@alinnco.mx,direcccion.general@alinnco.mx,NULL,30300912,20200947,NULL,https://www.alinnco.mx,NULL,NULL,NULL,2020/08/11 13:54,2020/09/25 12:11,
128,36,250,4,udp.enlace@gmail.com,mercadotecnia.udp@gmail.com,azjemm@gmail.com,14PSU0387H,3323847400,3327121103,3327121102,https://www.miudp.com/, @UniversidaddelPacificomx,NULL,NULL,2020/08/24 15:18,2020/09/08 12:57,
129,90,251,2,abitia@feciar.org,controlescolar@feciar.org,abitia@feciar.org,14PSU0313Q,3315275018,3311266372,NULL,https://www.feciar.org/, www.feciar.org,En la esquina de Marsella a una cuadra de Av. Chapultepec.,200,2020/09/02 11:14,2021/11/03 10:59,
130,94,252,1,coordinacioninstitutosiloe@gmail.com,NULL,NULL,14PSU0239Z,37705018,NULL,NULL,https://isjcs.org/login/index.php, NULL ,NULL,100,2020/09/14 11:15,2020/11/13 10:32,
131,98,257,4,controlescolar@jaltepec.edu.mx,wgaspar@jaltepec.edu.mx,g_canepa@jaltepec.edu.mx,14PUT0002C,3877631781,33 2339 9263,NULL,http://www.jaltepec.edu.mx, Facebook: Centro Educativo Jaltepec; Instagram: centroeducativojaltepec,NULL,NULL,2020/09/21 17:56,2023/02/22 15:56,
132,55,264,2,director.guadalajara@cleu.edu.mx,subdirector.guadalajara@cleu.edu.mx,posgrado.guadalajara@cleu.edu.mx,14PSU0122Z,3336130043,3336137027,NULL,https://www.cleu.edu.mx/Campus/CampusGuadalajara/?edu=Licienciaturas, Facebook: CLEU campus Guadalajara; Instagram cleucampusguadalajara; Pagina web www.cleu.edu.mx,"Finca ubicada entre las calles Juan Manuel e Independencia. 
Y colindante con Nieves Jalisco. 
a 100 mtrs del Parque Morelos y estación de macrobús Alameda. ",3280,2020/09/30 17:49,2023/07/12 20:39,
133,100,265,2,centrojalisciensevirtual@gmail.com,lulu04_2@hotmail.com,ilianapenelope@yahoo.com.mx,14PSU03970,36395955,3323039922,NULL,https://home.centrojalisciensevirtual.com/ ,https://www.facebook.com/centrojalisciensevirtual/?ti=as ,NULL,NULL,2020/10/21 11:17,2020/11/02 19:01,
134,75,267,2,joseroque@uteg.edu.mx,lflores@uteg.edu.mx,revoe@uteg.edu.mx,14PSU0273F,(33) 1598-8400,NULL,NULL,https://www.uteg.edu.mx/ ,NULL ,NULL,10572,2020/10/26 11:10,2022/09/29 10:42,
135,75,268,2,joseroque@uteg.edu.mx,socorro.mercado@uteg.edu.mx,revoe@uteg.edu.mx,14PSU0288H,(33) 3070-22-79,NULL,NULL,https://www.uteg.edu.mx/, https://www.facebook.com/UtegOficial/; https://twitter.com/utegoficial?lang=es; https://www.instagram.com/utegoficial/?hl=es-la,Frente al edificio de la UDG ,8863.06,2020/10/26 11:17,2022/09/29 10:43,
136,75,269,2,joseroque@uteg.edu.mx,sara.juarez@uteg.edu.mx,revoe@uteg.edu.mx,14PSU0199O,(33) 38-98-86-00,NULL,NULL,https://www.uteg.edu.mx/ ,NULL ,NULL,5888,2020/10/26 15:04,2022/09/29 10:44,
137,101,281,2,rectoria@usj.edu.mx,control.escolar@usj.edu.mx,s.academica@usj.edu.mx,14PSU0086L,33-17-29-92-09,33-17-92-29-00,EXT. 6621,https://usj.edu.mx/ ,NULL ,"La ubicación del plantel es estratégica. Ya que al estar en la esquina de avenida Hidalgo y avenida Américas es muy accesible el poder llegar al plantel; diversos medios de transporte (trolebús; rutas de camiones; vías de acceso para vehículos; etc.)
Cuenta estacionamiento propio para dar una atención personalizada tanto a docentes como ha alumnos.",900,2020/10/28 11:19,2023/07/21 18:36,
138,103,623,1,fundacion@ramongallegos.com,vikidamian@ramongallegos.com,NULL,14PSU0116P,3332802318,3312543236,-,https://ramongallegos.com/, https://www.facebook.com/FundacionRamonGallegos; https://twitter.com/Ramon_Gallegos; https://www.instagram.com/fundacionramongallegos/; https://www.youtube.com/user/RamonGallegosOficial,entre las calles: Felix Torres Milanes y Avenida Cruz Roja,NULL,2020/11/05 11:48,2022/06/25 13:15,
139,102,276,2,miriam.nunez@iee.edu.mx,posgrados.gdl@especializacionejecutivos.com,adriana.martinez@iee.edu.mx,14PSU0131H,3347777433,NULL,NULL,https://www.iee.edu.mx/,https://es-la.facebook.com/ieeguadalajara/,NULL,2300,2020/11/06 13:06,2020/11/25 17:14,
140,103,279,4,fundacion@ramongallegos.com,NULL,NULL,14PSU0116P,3332802318,-,-,https://ramongallegos.com/, https://www.facebook.com/FundacionRamonGallegos; https://twitter.com/Ramon_Gallegos; https://www.instagram.com/fundacionramongallegos/; https://www.youtube.com/user/RamonGallegosOficial,NULL,NULL,2020/11/12 14:44,1900/01/01 00:00,2020/11/12 14:45
141,18,282,1,jsimon@edu.uag.mx,anabety_14@hotmail.com,jcsimon@hotmail.com,14MSU0028Y,3336100249,(331) 343-5819,NULL,http://www.uag.mx/, Facebook: uag.mx; TwItter: uag_oficial; Instagram: uag_oficial,La entrada principal esta sobre Av. patria con cruce Av. pablo Neruda; de frente se encuentra la plaza universidad  y el BBVA.,19739.03,2020/12/02 12:33,2023/08/22 17:53,
142,104,283,2,estudios.cues@gmail.com,almameza7906@gmail.com,salvador.calvillo.c@gmail.com,NULL,33-12-41-72-65,31-12-34 55-93,33-12-80-26-63   ,https://cues.mx ,https://www.facebook.com/CUES-105328337826390 ,NULL,481,2020/12/03 23:14,2020/12/11 23:03,
143,105,285,4,cedusalto20@gmail.com,adrianadelosreyes@hotmail.com,afnavarrog@up.edu.mx,NULL,4491910926,3787900984,4747466124,http://www.centroeducativoelsalto.com/- ,NULL,NULL,NULL,2020/12/04 21:56,1900/01/01 00:00,2020/12/04 22:05
144,105,286,4,cedusalto20@gmail.com,adrianadelosreyes@hotmail.com,afnavarrog@up.edu.mx,NULL,4491910926,3787900984,4747466124,http://www.centroeducativoelsalto.com/ ,NULL,NULL,NULL,2020/12/04 22:04,2020/12/05 10:38,2020/12/06 11:32
145,105,287,1,cedusalto20@gmail.com,adrianadelosreyes@hotmail.com,afnavarrog@up.edu.mx,NULL,4491910926,3787900984,4747466124,http://www.centroeducativoelsalto.com/ ,NULL,"Se trata de un Predio rústico ubicado en la comunidad de Betulia; Lagos de Moreno.
Está sobre la carretera Betulia-El Tecuán km 1.5. Ahí se encuentra ubicado el complejo El Salto; donde actualmente existe un centro de convenciones; y al lado de éste se encuentra el Centro Educativo El Salto.
Nuestra Institución está totalmente lista para poder iniciar operaciones.
Es un conjunto de edificios de reciente construcción que se encuentra en una superficie  de 3;068.18 metros cuadrados de  terreno; todo bardeado y su descripción es la siguiente:
El edificio está construido a dos plantas y está dedicado a ser un Centro Educativo.
El proyecto se desarrollará en dos etapas; la primera es la que actualmente está construida.
La primera etapa; comprende la construcción de la Planta Baja; en la cual están contenidas: 
Sala Principal
2 Aulas
1 Sanitario  Hombres
2 Sanitarios  Mujeres
Laboratorio de Cocina;
2 Salas para la Atención de Padres de Familia
 Enfermería;
Centro de Recursos para el Aprendizaje y la Investigación (Biblioteca; Computadoras).
Subdirección
Administración.
Con una  superficie  de 593.60 metros cuadrados.
También en la Planta Baja se encuentra el  patio cívico con una superficie de 293.63 metros cuadrados.
En la Planta Alta  se encuentra:
Laboratorio de Química y Biología.
Bodega de Laboratorio.
Sala de Profesores.
Dirección.
4 Cubículos de Estudio.
1 Sanitarios Mujeres.
2 aulas.
Con una superficie de 314.16 metros cuadrados.
El proyecto a futuro es la construcción de una zona destinada a ser la residencia de las alumnas   y el vestíbulo
COLINDANCIAS.
NORTE: Propiedad privada 
SUR:	propiedad privada  
PONIENTE: propiedad privada 
ORIENTE: Carretera  Betulia-El Tecúan y El Salto  Casa de  convivencias.
Construido para escuela.
Dimensiones del plantel 3;068.18 mts 2.
SUPERFICIE TOTAL DEL PREDIO: 4;6492.99 M2
SUPERFICIE DE TERRENO ASIGNADO A
ESCUELA 3068.18 M2
AREA M2 DE CONSTRUCCIÓN TOTAL: 1708.86 M2
PLANTA BAJA 593.60 M2
PLANTA ALTA 314.16M2
CANCHA MULTIDEPORTIVA  507.47M2
PLAZA CÍVICA 293.63 M

",1708.86,2020/12/06 11:32,2022/01/25 14:20,
146,106,291,2,aortega@marant.com.mx,administracion@marant.com.mx,info@marant.com.mx,14PBT0502J,3331240058,3331240059,3331240060,http://marant.com.mx/, facebook: marant.cosmetica; Instagram: marant_cosmetica,A una cuadra de los Arcos del Milenio ,597.49,2020/12/07 13:13,2020/12/16 14:47,
